country,unit,variable,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
BRN,MtCO2eq,GHG emissions from rice cultivation,0.0029551986000000002,0.0030836862,0.0032764176,0.004432787099999999,0.0048632319,0.0062637299999999995,0.007034660999999999,0.0087049782,0.008351639999999999,0.011120549399999999,0.0118721916,0.0103046553,0.0115445547,0.0082231578,0.0062059149,0.0059360958,0.0065078748,0.0059103945,0.0050302700999999995,0.004788147753
BTN,MtCO2eq,GHG emissions from rice cultivation,0.15392376,0.13616316,0.11075394599999999,0.116230086,0.111606444,0.14963767199999997,0.156327462,0.162946188,0.114590322,0.140413986,0.13506804,0.143936406,0.125187282,0.126022014,0.12052810799999998,0.11822516999999999,0.1271646,0.123121134,0.122511528,0.12409861429999999
CAF,MtCO2eq,GHG emissions from rice cultivation,0.053257608,0.058411556999999996,0.063221904,0.04982161499999999,0.054975591,0.079027326,0.085899339,0.08611574400000001,0.08697817799999999,0.089586189,0.057380750999999994,0.085899339,0.04810363199999999,0.053346951,0.031470093,0.024982965,0.026965521,0.023234066999999997,0.022172346,0.021398387760000002
CHL,MtCO2eq,GHG emissions from rice cultivation,0.082557009,0.091469979,0.08964377999999999,0.090444789,0.079776036,0.080192511,0.08964377999999999,0.069731874,0.067152753,0.075867219,0.07858090799999999,0.080484003,0.076863573,0.067280841,0.071759925,0.075976353,0.085030398,0.067079232,0.09458429399999999,0.1046132072
CHN,MtCO2eq,GHG emissions from rice cultivation,347.99598,338.374395,334.855242,318.168999,344.295387,353.713986,358.56834299999997,362.076939,369.8934093,374.7739752,377.89135469999997,380.2151691,381.2281173,383.43548339999995,383.41110779999997,389.4102351,388.92814469999996,388.94168249999996,381.88897199999997,375.57665299999996
CIV,MtCO2eq,GHG emissions from rice cultivation,0.3022623,0.30163401,0.30135996,0.30090986999999997,0.30181085999999996,0.31262112,0.32752026,0.31547826,0.32462559,0.33403941,0.34953335999999996,0.33610085999999995,0.58769496,0.6975395999999999,0.7223714999999999,0.7379585999999999,0.6969995999999999,0.7041113999999999,0.6860645999999999,0.6698438406999999
CMR,MtCO2eq,GHG emissions from rice cultivation,0.069935724,0.070454664,0.13743891,0.13655601,0.13824972,0.15461873999999998,0.17179857,0.23456735999999997,0.24743097,0.16840412999999999,0.48095396999999995,0.44425772999999996,0.43941312,0.5728938299999999,0.43602894,0.77920704,0.9489295799999999,0.92771379,0.9917499599999999,1.079183462
COD,MtCO2eq,GHG emissions from rice cultivation,1.5373124999999999,1.4837256,1.4309595,1.4325525,1.4341454999999999,1.4357358,1.4373288,1.4389191000000001,1.4405147999999999,1.4421104999999999,1.4437088999999999,1.4471783999999999,2.9274047999999997,3.6725751,4.620669299999999,4.6329192,4.3053795,4.5139572,4.477842,4.432685751
COG,MtCO2eq,GHG emissions from rice cultivation,0.006387476399999999,0.006631443,0.0068856885,0.0058411557,0.006184755,0.0065283543,0.0063565533,0.0065283543,0.007215558299999999,0.0079027326,0.0082119663,0.006799806899999999,0.0067654251,0.0067860585,0.0069131826,0.007005954599999999,0.0069441057,0.006961283099999999,0.0069818894999999995,0.006973994534
COL,MtCO2eq,GHG emissions from rice cultivation,2.88440487,2.89321848,2.6222348699999998,3.0385384199999996,3.17102472,2.78217639,2.6229735899999995,2.63510199,3.01128381,3.22227531,2.94258393,3.0976408799999997,2.94200046,3.1746897,2.8143220499999995,3.1170989700000002,3.48032673,3.6439661699999997,3.8813660999999997,4.17725208
COM,MtCO2eq,GHG emissions from rice cultivation,0.043399772999999996,0.048491919,0.049399011,0.050367959999999996,0.051360938999999994,0.051539625,0.058411556999999996,0.04810363199999999,0.058411556999999996,0.060129539999999995,0.065283543,0.072155583,0.07559144100000001,0.07730939699999999,0.081552798,0.08324340300000001,0.08764488899999999,0.083758698,0.084267297,0.08467759888999998
CRI,MtCO2eq,GHG emissions from rice cultivation,0.21900593699999998,0.182513871,0.15344243100000002,0.17314910999999997,0.199007766,0.17701010999999997,0.156597786,0.15138891899999998,0.173177946,0.202897089,0.25620545699999997,0.252466821,0.18109845,0.21272924699999998,0.147168576,0.156661695,0.154470483,0.12280383,0.11154558599999999,0.09999435137999999
CUB,MtCO2eq,GHG emissions from rice cultivation,1.6915608,1.5541551,1.6732601999999999,1.7295173999999998,1.3341294,1.0752156,1.2073563,1.1504673,1.3145841,1.8237771,1.4913828,1.758645,1.7135226000000001,1.6722288,1.4503266000000001,0.9481563,1.1835774,0.9497628,1.1303226,1.221070122
DOM,MtCO2eq,GHG emissions from rice cultivation,1.02407841,1.20417246,1.2282186599999998,1.0710206100000002,1.0941633899999998,1.25281755,1.2440538899999998,1.2715172099999998,1.3173624,1.4866281000000001,1.45737279,1.42721433,1.3142177099999999,1.30986126,1.3326255,1.30212468,1.3410297899999999,1.42436664,1.57314366,1.676168745
DZA,MtCO2eq,GHG emissions from rice cultivation,0.0011476161,0.0011613590999999999,0.0010548441,0.0011338731,0.0011029473,0.0010273581,0.00096550785,0.00089335224,0.00082119663,0.0007524792,0.00069750288,0.0006837590699999999,0.0006184755,0.0006184755,0.0006184755,0.0005806795499999999,0.00053601183,0.00053257608,0.00051539598,0.0004955375327
ECU,MtCO2eq,GHG emissions from rice cultivation,2.36277999,2.4341814900000003,2.58008841,2.4947360099999996,2.94115131,2.63242791,2.49468849,2.77791093,2.47573098,2.75461587,2.7429219,2.3021180099999996,2.58966153,2.76827274,2.4708086099999997,2.6171982899999997,2.55494628,2.4984695699999997,2.08122939,1.933539575
EGY,MtCO2eq,GHG emissions from rice cultivation,5.4114615,4.6361408399999995,5.37130494,5.24937618,5.366110679999999,5.112714059999999,5.60639232,5.905168379999999,6.26837886,4.84133733,3.865941,4.9903970399999995,5.218398,5.02334595,4.82649678,4.29776199,4.78431657,4.624473599999999,4.6703844000000005,4.810080984
ESP,MtCO2eq,GHG emissions from rice cultivation,0.6952473,0.6866289,0.674001,0.69795,0.728433,0.707751,0.6328179,0.6032961,0.570834,0.708642,0.7257735,0.7268669999999999,0.6701454,0.66528,0.6558894,0.6491825999999999,0.6490746,0.6391683,0.6237701999999999,0.6155535488
ETH,MtCO2eq,GHG emissions from rice cultivation,0.028175013,0.028738476,0.026457003,0.02473902,0.022333832999999997,0.021443913,0.022062402,0.020959452,0.11857563,0.16402985999999997,0.10261889999999999,0.10530917999999999,0.14366132999999998,0.11620449,0.16091351999999998,0.15617879999999998,0.16636320000000002,0.16102017000000002,0.16298199,0.1670131445
FJI,MtCO2eq,GHG emissions from rice cultivation,0.032361606,0.03682341,0.032527332,0.039891987,0.037437228,0.039278169,0.033754779,0.03413529,0.031158729,0.024880338,0.015588584999999999,0.017030816999999997,0.0116975529,0.013195061999999999,0.0076654053,0.012949550999999998,0.01769364,0.018577404,0.014422509,0.01534864993
FRA,MtCO2eq,GHG emissions from rice cultivation,0.1180278,0.1139292,0.1098306,0.1130976,0.11975039999999999,0.106029,0.1028214,0.12470436,0.11501027999999999,0.14189472,0.14153832,0.13767138,0.1317492,0.12181752,0.09961974,0.09603197999999999,0.09927522,0.10185317999999999,0.07949502,0.07526129255
FSM,MtCO2eq,GHG emissions from rice cultivation,0.0005155272,0.00052780113,0.0005339393099999999,0.00054007749,0.00054007749,0.00054007749,0.00054007749,0.0005523511499999999,0.00054621297,0.0005523511499999999,0.00055848933,0.0005707632599999999,0.0005523511499999999,0.00058303692,0.00060144903,0.0005891751,0.0005953105799999999,0.00060144903,0.00056462508,0.0005570029153
GAB,MtCO2eq,GHG emissions from rice cultivation,0.0017179883999999999,0.0016355223,0.001649268,0.0016664454,0.0016801911,0.0016904997,0.0016973711999999999,0.0015599331,0.0017832689999999999,0.0018382464,0.0018966582,0.0019516329,0.0021303027,0.0021303027,0.0020581478999999996,0.0020684564999999995,0.0020787651,0.0020925081,0.0021062538,0.002119005835
GHA,MtCO2eq,GHG emissions from rice cultivation,0.39582432,0.46742642999999995,0.42197193,0.40200894,0.4102274699999999,0.41231672999999996,0.42949683,0.37428075,0.45629729999999996,0.55786455,0.6226950600000001,0.6785361899999999,0.65121624,0.7418430899999999,0.76965849,0.80151039,0.83788992,0.8876393100000001,0.9359846999999999,0.9856630002
GIN,MtCO2eq,GHG emissions from rice cultivation,2.0066697,1.81208502,1.89833733,1.9887012,2.0833605,2.1825315,2.2864167,2.3778737999999997,2.3952537,2.6275022999999997,4.419333,4.6724067,4.8205341,4.9521402,5.097378599999999,5.143416299999999,5.0875209,5.4440964,5.6065716,5.773015888
GMB,MtCO2eq,GHG emissions from rice cultivation,0.052913979,0.04810363199999999,0.034359741,0.03956526,0.054975591,0.061411149,0.063039816,0.057064661999999995,0.11682305999999999,0.25082595,0.29600909999999997,0.14440032,0.21849992999999998,0.22807979999999997,0.22775688,0.21404060999999996,0.22643090999999999,0.22627242,0.23694848999999998,0.2451918406
GNB,MtCO2eq,GHG emissions from rice cultivation,0.25649541,0.23680727999999998,0.23364611999999998,0.22333832999999997,0.22333832999999997,0.22333832999999997,0.22333832999999997,0.24081732,0.28242702000000003,0.30684986999999997,0.34534971000000003,0.32098221,0.39262886999999996,0.46385648999999995,0.29205791999999997,0.37883268,0.44422695,0.47268063,0.40771269,0.421197728
GRC,MtCO2eq,GHG emissions from rice cultivation,0.11866932,0.12538152,0.1334421,0.1384911,0.14073642,0.1323135,0.13796838,0.15199866,0.14927814,0.16651602,0.17850888,0.18364104,0.1828629,0.16691399999999998,0.16094429999999998,0.17251542,0.190971,0.18355194,0.180279,0.1833016192
GTM,MtCO2eq,GHG emissions from rice cultivation,0.047096639999999995,0.048217976999999995,0.05135775299999999,0.046455957,0.0268707429,0.029110239,0.029110239,0.0246312252,0.025079784299999998,0.031795011,0.033586137,0.034034552999999995,0.034482968999999995,0.035155889999999995,0.035825408999999996,0.035825408999999996,0.036274095,0.03428136,0.034989354,0.03473552999
GUY,MtCO2eq,GHG emissions from rice cultivation,0.84356829,0.90531621,0.7830602099999999,0.93938238,0.84122631,0.77578911,0.74234421,0.76997331,0.87103728,0.9073900799999999,0.95537718,1.02081438,1.04262498,1.19822085,1.34791668,1.38871422,1.0923840900000001,1.25242281,1.21538394,1.176309124
HND,MtCO2eq,GHG emissions from rice cultivation,0.0101498022,0.0102299031,0.0119343726,0.024211531799999998,0.017489838599999998,0.0180473076,0.0169035309,0.029613222,0.030577608,0.029123036999999997,0.0235931886,0.027303242399999997,0.028831491,0.025861518,0.06281474399999999,0.059569236,0.06100128899999999,0.047276162999999996,0.047429982,0.0443042548
HTI,MtCO2eq,GHG emissions from rice cultivation,0.16660039499999998,0.164037393,0.171406314,0.17396931599999998,0.164037393,0.16595971199999998,0.16980435,0.185182875,0.16980435,0.18422159400000002,0.194480622,0.19284669,0.192311766,0.188412021,0.17079082199999998,0.17174616299999998,0.18877419899999998,0.21574457999999996,0.217426302,0.23553175169999999
HUN,MtCO2eq,GHG emissions from rice cultivation,0.019138679999999998,0.013893659999999999,0.012491819999999999,0.015206399999999998,0.01671516,0.0158301,0.01432728,0.015544979999999998,0.015051959999999998,0.01610928,0.01188,0.016632,0.0175824,0.0156816,0.014256,0.01664982,0.01727352,0.016424099999999997,0.01795068,0.01843674093
IDN,MtCO2eq,GHG emissions from rice cultivation,63.726183,63.210671999999995,64.396998,65.218176,68.857587,69.472512,70.258428,73.539603,75.660696,79.191351,81.464832,81.158895,82.645461,85.041009,84.807783,86.770575,93.15999,96.57710999999999,98.316693,95.7519097
IND,MtCO2eq,GHG emissions from rice cultivation,108.44490599999999,108.88776,99.844731,103.266576,101.59149599999999,105.82839,106.17957899999999,106.40907899999999,110.339631,101.57035499999999,103.858065,106.638579,103.59516599999999,106.943625,106.880769,105.136191,104.651811,106.105491,107.82584999999999,106.45849319999999
IRN,MtCO2eq,GHG emissions from rice cultivation,3.2793184799999997,3.1593893399999997,3.75131574,3.7761433199999996,3.75262254,3.8548423799999996,3.86991,3.77998866,3.2338348199999998,3.288411,3.45843108,3.25271916,3.4982226,3.46751496,3.30852384,3.2525317799999995,3.65801616,3.4982226,3.5595962999999995,3.4626440339999998
IRQ,MtCO2eq,GHG emissions from rice cultivation,0.6137226899999999,0.6137226899999999,0.6137226899999999,0.18104823,0.5400774899999999,0.65668482,0.77175693,0.76255101,0.5201301599999999,0.33708771,0.29442776400000004,0.40349366999999997,0.487731456,0.5879958479999999,0.48452909399999994,0.14968719,0.231563556,0.333147168,0.34086177,0.4554853187
ITA,MtCO2eq,GHG emissions from rice cultivation,1.3088681999999998,1.2926736,1.2989349,1.2989294999999998,1.3645476,1.3306491,1.3428963,1.3810499999999999,1.331748,1.41669,1.471338,1.46421,1.3962078,1.2831533999999998,1.30383,1.3503456,1.3907511000000001,1.3907511000000001,1.3634973,1.368190198
JAM,MtCO2eq,GHG emissions from rice cultivation,4.1650038e-05,7.6892436e-05,3.5242398e-05,4.1650038e-05,2.2426991099999998e-05,3.2038443e-06,3.2038443e-06,7.0484796e-05,9.6115599e-05,0.00011854271699999999,0.000179415918,0.000140969592,0.000195435153,3.2038443e-05,1.9223119799999997e-05,1.28154312e-05,9.611559899999999e-06,3.2038443e-06,,
JPN,MtCO2eq,GHG emissions from rice cultivation,21.505499999999998,20.659796280000002,20.374407899999998,20.0302848,20.395473839999998,20.387192399999996,20.1047427,19.8592074,19.2482028,19.212822,19.2601476,18.644947199999997,18.7040313,18.9170181,18.6329997,17.81676,17.4973608,17.3435121,17.3908134,17.25174778
KAZ,MtCO2eq,GHG emissions from rice cultivation,0.46319390999999993,0.44456390999999995,0.42229101599999996,0.53707563,0.51844563,0.54542754,0.56277234,0.56148714,0.48503799,0.55827576,0.60388767,0.59961465,0.5976560699999999,0.574522848,0.612091944,0.634422726,0.6059365379999999,0.67134366,0.6519430799999999,0.6593627948
KEN,MtCO2eq,GHG emissions from rice cultivation,0.047698199999999996,0.04535487,0.044667665999999995,0.037043243999999996,0.04543389899999999,0.054769419,0.07939150199999999,0.05654583,0.057497607,0.075003921,0.069341508,0.09632409299999999,0.10180808999999999,0.10771433999999999,0.09754735499999999,0.10114821,0.10080115199999999,0.095619744,0.089218395,0.08559677769
KGZ,MtCO2eq,GHG emissions from rice cultivation,0.040017239999999996,0.03562298999999999,0.042728364,0.039188529,0.039214124999999996,0.037145546999999994,0.040569822,0.03929118299999999,0.039830805,0.0402678,0.040691862,0.040402772999999996,0.045998252999999996,0.050777928,0.051793101,0.05532000299999999,0.063626607,0.06876621899999999,0.072890685,0.07995888984
KHM,MtCO2eq,GHG emissions from rice cultivation,9.642213,10.0347498,10.1091618,11.3649642,10.6926426,12.243366,12.762322199999998,13.016052,13.258506599999999,13.569244199999998,14.0862294,15.0604218,15.258369599999998,15.0321204,14.6798514,14.1485022,14.819182199999998,15.050064599999999,15.127122599999998,15.47053051
KOR,MtCO2eq,GHG emissions from rice cultivation,9.6647499,9.7271739,9.4247118,9.059782499999999,8.895233699999999,8.673453,8.4261708,8.3519424,8.19477,8.0958717,7.8121584,7.4771775,7.4364507,7.2915309,7.141629599999999,7.000087499999999,6.8195952,6.6092463,6.4600010999999995,6.289439884999999
LAO,MtCO2eq,GHG emissions from rice cultivation,2.8974618,3.008556,2.9743389,3.0484592999999998,3.1056372,2.9680695,2.9965490999999997,2.9365794,3.1729643999999997,3.303288,3.4507997999999995,3.2979987,3.768201,3.5963837999999995,3.8653307999999997,3.8948688,3.9278385,3.8584593,3.4227927,3.283477015
LBR,MtCO2eq,GHG emissions from rice cultivation,0.046494,0.04212,0.03888,0.03888,0.03888,0.03888,0.04212,0.05184,0.06156,0.08021592,0.08139852,0.08037467999999999,0.07486722,0.06997698,0.06468066,0.08140607999999999,0.10118952,0.07568316,0.07714116,0.07740404799999999
LKA,MtCO2eq,GHG emissions from rice cultivation,6.0831756,5.5936224,5.9924501999999995,6.6640266,5.2620354,6.6919554,6.6570876,5.9714064,7.698979799999999,6.8904594,7.7528529,7.9772418,7.798623299999999,8.686088999999999,6.4414548,7.3501722,8.3448009,5.7883707,7.6109517,7.975867591
MAR,MtCO2eq,GHG emissions from rice cultivation,0.019241441999999997,0.025769799,0.021990231,0.011682306,0.015118299,0.021646655999999997,0.017179883999999996,0.015461873999999999,0.021990231,0.026800604999999998,0.025426223999999997,0.0087273747,0.031439178,0.017179883999999996,0.015142329,0.028552932,0.025862570999999997,0.027532466999999998,0.027800469,0.02761585454
MDG,MtCO2eq,GHG emissions from rice cultivation,5.068764,5.0827824,5.09690556,5.1110892,5.189057099999999,5.23935,5.284017179999999,5.331685139999999,5.380018379999999,5.42874258,5.47843446,4.83932448,5.111607599999999,3.86173494,4.11665436,3.8072187,3.8249755199999997,3.0597749999999997,3.8904661799999998,3.9891484169999996
MEX,MtCO2eq,GHG emissions from rice cultivation,0.26934525,0.17054793,0.161656776,0.192231198,0.199920474,0.18415457999999998,0.225775755,0.22731043499999998,0.161109108,0.173745108,0.133754193,0.109049598,0.101866977,0.106165998,0.130211469,0.13019794199999998,0.132678351,0.13315222799999998,0.144654174,0.14990999979999997
MKD,MtCO2eq,GHG emissions from rice cultivation,0.022940279999999997,0.00891,0.0111078,0.0182061,0.0168696,0.0141669,0.014992559999999999,0.01487376,0.015360839999999999,0.0185328,0.0245025,0.02673,0.02765664,0.0276804,0.03073356,0.0296109,0.029937599999999998,0.01944756,0.019138679999999998,0.01687236403
MLI,MtCO2eq,GHG emissions from rice cultivation,1.212003,1.6088598,1.2253032,1.3937723999999998,1.0820385,1.4225706,1.4035761,1.3464521999999999,1.6580348999999999,1.8100178999999998,2.116341,1.9807038,2.0687993999999996,2.2643847,2.3508387,2.6186922,2.8678103999999998,2.6384022000000003,3.3312410999999997,3.6396423110000002
MMR,MtCO2eq,GHG emissions from rice cultivation,34.63498979999999,35.456373,35.47746,36.5389704,38.3378076,41.833962,46.019664,45.932021999999996,46.586934,46.474857,46.204101,43.641369,40.308381,40.1006646,39.619897200000004,39.042864,38.7803916,38.9037114,38.674178999999995,37.69093716
MOZ,MtCO2eq,GHG emissions from rice cultivation,0.6328926899999999,0.59865966,1.1500191,0.41231672999999996,0.32641758,1.0919529,1.2290481,1.2441681,1.0682441999999999,0.62534754,0.77856768,0.82043442,1.2486338999999997,1.3871033999999998,1.2936456,0.80705592,0.7075539,0.79330536,0.78076953,0.7761118976
MRT,MtCO2eq,GHG emissions from rice cultivation,0.061789122,0.04464018,0.058325669999999996,0.07249910400000001,0.062534754,0.063565533,0.054030699,0.059785964999999996,0.059270562,0.046138275,0.08831133,0.10654955999999999,0.12713085,0.14053148999999998,0.19620764999999998,0.14885315999999998,0.14817977999999998,0.16199244,0.15019317000000001,0.1509868609
MUS,MtCO2eq,GHG emissions from rice cultivation,,,,,,,,,8.9335224e-05,0.00018897867,0.00018897867,0.00041231673,0.0010617156,0.0010445354999999998,0.0014156207999999999,0.0011682306000000001,0.0005531919299999999,0.00019241442,4.466766599999999e-05,1.56857709e-05
MWI,MtCO2eq,GHG emissions from rice cultivation,0.14954382,0.1723005,0.19251432,0.18689265,0.14626251,0.16833852,0.17877726,0.19959912,0.21689234999999998,0.21978917999999997,0.20305970999999998,0.21151476,0.20661156,0.22428387,0.23158467,0.22595327999999998,0.18442944,0.22292954999999998,0.21980295,0.22060561919999996
MYS,MtCO2eq,GHG emissions from rice cultivation,4.577887799999999,4.413447,4.4455365,4.4016507,4.459962599999999,4.4304759,4.226050799999999,4.41110016,4.3020558,4.42213722,4.44150999,4.50460791,4.48516683,4.4008612199999995,4.02673302,4.46557644,4.51282428,4.51608858,4.36971915,4.338969562
NER,MtCO2eq,GHG emissions from rice cultivation,0.07559144100000001,0.095231592,0.08195822999999999,0.064287081,0.080343441,0.050450418,0.056607687,0.057576608999999994,0.05502027599999999,0.062462582999999995,0.11491955999999999,0.07652612699999999,0.057717495,0.074120859,0.088229061,0.07186671,0.080772876,0.08178645600000001,0.10293479999999999,0.1164897362
NGA,MtCO2eq,GHG emissions from rice cultivation,6.892776,6.661061999999999,6.901173,7.006581,7.472195999999999,7.966647,8.737119,7.887942,7.694351999999999,5.93352,7.8578909999999995,7.330661999999999,9.250713,9.469035,9.955278,10.083312,12.097593,10.688355,10.808207999999999,11.148617349999999
NIC,MtCO2eq,GHG emissions from rice cultivation,0.29737508399999996,0.26938683,0.29516432400000003,0.297869076,0.23594463,0.306503136,0.28133719199999996,0.218990385,0.22801529699999998,0.23630084099999998,0.282945042,0.321593706,0.355282956,0.23985992699999997,0.212031135,0.174677013,0.21446607599999998,0.21753881099999997,0.22202726399999997,0.24147268119999998
NPL,MtCO2eq,GHG emissions from rice cultivation,9.7298199,9.4722588,9.6562881,9.6675228,9.771327,9.6715485,9.7312374,9.0513342,9.752556599999998,9.7946118,9.324663300000001,9.4202784,9.6407037,8.9424594,9.3603087,8.9725239,8.5794822,9.772739099999999,9.25074,9.379836898999999
PAK,MtCO2eq,GHG emissions from rice cultivation,19.364157,17.2975878,18.279351,20.298038399999996,20.869898399999997,21.801744,21.5546508,21.090175199999997,24.939821159999997,24.27057378,19.911585239999997,21.64493718,19.43599914,23.47982532,24.3341118,23.06171196,22.93131762,24.417832859999997,23.65550784,23.87589755
PAN,MtCO2eq,GHG emissions from rice cultivation,0.30539829599999996,0.34178733,0.36930896999999996,0.39458556,0.36921285,0.30651290999999997,0.35082099,0.31878414,0.32246802,0.32150681999999997,0.337207428,0.31612355999999997,0.27658867499999995,0.29811860999999995,0.250605576,0.29597210999999995,0.29241594,0.29859921,0.302245074,0.3043951208
PER,MtCO2eq,GHG emissions from rice cultivation,2.19288006,2.3126974199999997,2.4196832999999995,2.397141,2.18795499,2.7334017,2.6250128999999998,2.5787862,2.9006667,3.0903173999999995,2.968461,2.7466155,2.9857221,3.021867,2.9127734999999997,3.0512808,3.2044868999999996,3.2555952,3.3449112,3.4492719449999996
PHL,MtCO2eq,GHG emissions from rice cultivation,26.17191,26.481977999999998,26.489565,26.359236,27.285038999999998,27.046224,27.776816999999998,28.670624999999998,30.071627999999997,30.559382999999997,29.358179999999997,30.588569999999997,31.622885999999998,32.000696999999995,31.957497,31.394897999999998,30.719438999999998,32.443847999999996,32.367168,32.71513458
PNG,MtCO2eq,GHG emissions from rice cultivation,0.0023770070999999996,0.0025697358,0.0026789535,0.0026725275000000002,0.0026661042,0.0026468289,0.0026339823,0.002614707,0.0025954371,0.0025890111,0.0026339823,0.002621133,0.002614707,0.002614707,0.0025954371,0.0026339823,0.002621133,0.002621133,0.002621133,0.0026168709950000002
PRK,MtCO2eq,GHG emissions from rice cultivation,3.4982685,3.7401966,3.8111768999999995,3.8186586,3.8121137999999997,3.8147301,3.8147301,3.8147301,3.7296612000000002,3.7205622,3.7271069999999997,3.7336517999999996,3.6813447,3.5767305,3.4328717999999996,3.0418469999999997,3.0647322,3.1069628999999996,3.0797738999999997,3.0926590669999996
PRT,MtCO2eq,GHG emissions from rice cultivation,0.14172246,0.14811984,0.14978304,0.15240257999999998,0.15812279999999998,0.13591314000000002,0.15082848000000001,0.15980382,0.15642395999999997,0.16911179999999998,0.17297279999999998,0.18672983999999998,0.18517356,0.17925138,0.17079876,0.17310348,0.17314506,0.17192735999999997,0.174339,0.17475941609999998
